Job;Evaluations;Productivity;Attendance;Absenteeism;Lateness;Discipline;Penalties;Innovation;Problem Solving;Work Quality;Work Completion Time
Baker;0,96;0,69;0,72;0,10;0,09;0,93;0,07;0,02;0,02;0,92;0,99
Baker;0,84;0,79;0,77;0,00;0,02;0,91;0,01;0,02;0,07;0,90;0,97
Baker;0,79;0,70;0,92;0,07;0,10;0,89;0,08;0,07;0,01;0,98;1,00
Baker;0,76;0,89;0,79;0,04;0,08;0,97;0,00;0,02;0,05;0,90;0,93
Baker;0,88;0,74;0,73;0,08;0,05;0,92;0,04;0,07;0,02;0,98;0,97
Baker;0,76;0,73;0,86;0,03;0,08;0,99;0,00;0,01;0,02;0,92;0,92
Baker;0,88;0,70;0,79;0,05;0,04;0,94;0,04;0,06;0,01;0,99;0,93
Baker;0,71;0,90;0,99;0,09;0,06;1,00;0,04;0,05;0,01;0,89;0,91
Baker;0,84;0,95;0,92;0,03;0,01;0,95;0,05;0,07;0,06;0,83;0,91
Baker;0,86;0,97;0,75;0,01;0,10;0,92;0,10;0,07;0,06;0,86;0,98
Baker;0,83;0,89;0,94;0,09;0,00;0,90;0,00;0,03;0,02;0,97;0,92
Baker;0,84;0,64;0,79;0,10;0,03;0,93;0,04;0,02;0,05;0,87;0,97
Baker;0,98;0,75;1,00;0,07;0,05;0,91;0,10;0,03;0,07;0,82;1,00
Baker;0,65;1,00;0,90;0,01;0,01;0,98;0,06;0,02;0,07;0,87;0,92
Baker;0,75;0,85;0,92;0,08;0,09;1,00;0,01;0,08;0,03;0,85;0,99
Baker;0,87;0,74;0,72;0,02;0,09;0,98;0,03;0,06;0,01;0,82;0,97
Baker;0,74;0,79;0,99;0,03;0,02;0,90;0,03;0,00;0,04;0,83;0,95
Baker;0,85;0,63;0,77;0,10;0,09;0,90;0,06;0,08;0,01;0,91;0,90
Baker;0,91;0,88;1,00;0,04;0,01;1,00;0,09;0,00;0,01;0,85;0,99
Baker;0,68;0,87;0,86;0,07;0,03;0,96;0,02;0,06;0,05;0,93;0,91
Baker;0,64;1,00;0,74;0,03;0,02;0,97;0,10;0,08;0,06;0,83;0,94
Baker;0,63;0,70;0,89;0,04;0,10;0,98;0,03;0,02;0,07;0,84;1,00
Baker;0,72;0,88;0,88;0,06;0,01;0,95;0,02;0,08;0,00;0,94;0,98
Baker;0,92;0,95;0,92;0,00;0,06;0,96;0,09;0,00;0,07;0,81;0,96
Baker;0,94;0,98;1,00;0,09;0,05;0,96;0,01;0,06;0,07;0,97;0,91
Baker;0,66;0,87;0,78;0,05;0,04;1,00;0,06;0,07;0,00;0,95;0,98
Baker;0,96;0,80;0,78;0,00;0,09;0,99;0,00;0,06;0,06;0,81;0,92
Baker;0,88;0,91;0,71;0,05;0,01;0,93;0,02;0,08;0,03;0,96;0,91
Butcher;0,64;0,99;0,79;0,01;0,08;0,92;0,07;0,05;0,02;0,99;0,91
Butcher;0,97;0,67;0,97;0,07;0,03;0,98;0,10;0,03;0,01;0,85;0,91
Butcher;0,99;0,61;0,81;0,09;0,00;0,92;0,08;0,05;0,01;0,99;1,00
Butcher;0,89;0,78;0,87;0,07;0,07;0,90;0,10;0,01;0,04;0,90;0,92
Butcher;0,61;0,89;0,79;0,01;0,01;0,98;0,08;0,03;0,03;0,97;0,93
Butcher;0,74;0,69;0,72;0,00;0,10;0,99;0,03;0,07;0,02;1,00;0,96
Butcher;0,90;0,72;0,84;0,00;0,06;0,97;0,09;0,00;0,07;0,93;0,92
Butcher;0,79;0,84;0,96;0,01;0,10;0,93;0,03;0,03;0,06;0,85;0,98
Butcher;0,64;0,62;0,74;0,03;0,03;0,94;0,01;0,00;0,02;0,91;0,92
Butcher;0,96;0,97;0,88;0,09;0,10;0,94;0,09;0,03;0,03;0,94;0,97
Butcher;0,87;0,98;0,71;0,00;0,06;0,90;0,05;0,04;0,01;0,86;0,95
Butcher;0,94;0,94;0,81;0,02;0,10;0,95;0,02;0,00;0,07;0,97;0,94
Butcher;0,68;0,88;0,91;0,02;0,03;0,90;0,03;0,06;0,00;0,95;0,95
Butcher;0,82;0,88;0,97;0,04;0,08;0,89;0,10;0,08;0,00;0,87;0,91
Butcher;0,62;0,88;0,87;0,04;0,05;0,94;0,10;0,07;0,06;0,87;0,99
Butcher;0,92;0,88;0,82;0,07;0,10;0,98;0,07;0,02;0,01;0,90;0,90
Butcher;0,63;0,90;0,91;0,09;0,00;0,96;0,05;0,00;0,04;0,89;0,98
Butcher;0,90;0,73;0,85;0,02;0,10;0,98;0,02;0,07;0,03;0,92;0,98
Butcher;0,71;0,88;0,77;0,07;0,09;0,98;0,00;0,08;0,04;0,99;0,97
Butcher;1,00;0,83;0,97;0,05;0,06;0,99;0,10;0,04;0,04;0,98;0,93
Butcher;0,87;0,92;0,99;0,01;0,03;0,96;0,04;0,04;0,07;0,85;1,00
Butcher;0,78;0,75;0,81;0,05;0,05;0,94;0,07;0,04;0,06;0,82;0,96
Butcher;0,68;0,82;0,97;0,10;0,05;0,96;0,00;0,05;0,04;0,99;0,92
Butcher;0,95;0,98;0,87;0,03;0,06;0,94;0,04;0,07;0,04;0,81;0,95
Butcher;0,79;0,92;0,85;0,00;0,01;0,92;0,10;0,00;0,04;0,92;1,00
Butcher;0,63;0,95;0,72;0,07;0,03;0,90;0,01;0,02;0,01;0,88;0,94
Butcher;0,63;0,87;1,00;0,02;0,09;0,98;0,03;0,04;0,02;0,84;0,90
Butcher;0,67;0,85;0,86;0,06;0,00;0,93;0,03;0,02;0,00;0,81;0,92
Butcher;0,99;0,86;0,88;0,09;0,05;0,94;0,08;0,06;0,03;0,96;0,91
Butcher;0,86;0,79;0,83;0,08;0,04;0,93;0,00;0,02;0,02;0,94;0,91
Butcher;0,70;0,61;0,81;0,04;0,06;0,90;0,00;0,06;0,02;0,89;0,91
Butcher;0,93;0,79;0,83;0,07;0,04;0,92;0,03;0,03;0,03;0,88;0,97
Butcher;0,78;1,00;1,00;0,09;0,00;0,94;0,04;0,04;0,05;0,89;0,91
Butcher;0,98;0,66;0,94;0,10;0,08;0,96;0,02;0,01;0,07;1,00;0,97
Butcher;0,63;0,65;0,74;0,10;0,07;0,94;0,01;0,08;0,01;1,00;0,91
Butcher;0,65;0,93;0,73;0,00;0,04;1,00;0,07;0,07;0,05;0,99;0,93
Butcher;0,78;0,73;0,95;0,04;0,02;1,00;0,03;0,06;0,01;0,81;0,99
Butcher;0,81;0,79;0,82;0,06;0,00;0,96;0,05;0,06;0,05;0,83;0,92
Butcher;0,61;0,63;0,83;0,05;0,01;0,94;0,08;0,02;0,00;0,92;1,00
Butcher;0,63;0,99;0,85;0,02;0,05;0,95;0,02;0,03;0,00;0,84;0,95
Butcher;0,74;0,89;0,78;0,08;0,08;1,00;0,10;0,02;0,00;0,81;0,99
Butcher;0,71;0,72;0,95;0,04;0,01;0,93;0,08;0,06;0,01;0,97;1,00
Butcher;0,95;0,64;0,78;0,07;0,07;0,90;0,10;0,06;0,01;0,82;0,90
Butcher;0,96;0,86;0,84;0,01;0,00;0,96;0,08;0,06;0,00;0,89;0,93
Butcher;0,62;0,88;0,95;0,02;0,03;0,93;0,01;0,03;0,00;0,97;0,93
Butcher;0,82;0,93;0,73;0,07;0,07;0,96;0,10;0,07;0,00;0,98;0,97
Butcher;0,89;0,94;0,88;0,06;0,03;0,90;0,06;0,05;0,00;0,97;0,92
Butcher;0,94;0,71;0,87;0,01;0,01;0,91;0,05;0,00;0,05;0,87;0,90
Butcher;0,63;0,91;0,86;0,00;0,01;0,89;0,03;0,03;0,06;0,88;0,95
Butcher;0,74;0,93;0,74;0,02;0,00;0,96;0,07;0,01;0,04;0,81;0,93
Butcher;0,98;0,72;0,75;0,06;0,06;0,91;0,08;0,06;0,06;1,00;0,91
Butcher;0,93;0,72;0,73;0,00;0,08;0,94;0,01;0,00;0,05;0,86;0,90
Butcher;0,82;0,72;0,92;0,07;0,05;0,89;0,03;0,01;0,02;0,89;0,91
Butcher;1,00;0,66;0,86;0,08;0,00;0,98;0,00;0,02;0,00;0,87;0,95
Butcher;0,98;1,00;0,81;0,01;0,02;0,91;0,09;0,00;0,02;0,98;0,90
Butcher;0,96;0,96;0,72;0,08;0,10;0,95;0,03;0,04;0,03;0,84;0,98
Butcher;0,63;0,69;0,88;0,10;0,05;0,97;0,07;0,00;0,02;0,84;0,95
Butcher;0,75;0,64;0,81;0,00;0,06;1,00;0,09;0,03;0,06;0,92;0,96
Butcher;0,66;0,97;0,93;0,04;0,01;0,96;0,01;0,07;0,06;0,92;0,95
Butcher;0,86;0,77;0,96;0,05;0,00;0,93;0,03;0,08;0,07;0,92;0,96
Carpenter;0,63;0,96;0,95;0,08;0,02;0,97;0,05;0,07;0,04;0,83;0,99
Carpenter;0,81;0,99;0,89;0,10;0,04;0,92;0,07;0,00;0,06;0,90;0,91
Carpenter;0,84;0,65;0,95;0,08;0,04;0,98;0,01;0,04;0,04;0,98;0,92
Carpenter;0,79;0,70;0,76;0,09;0,02;0,99;0,02;0,06;0,01;0,94;0,98
Carpenter;0,63;0,88;0,81;0,09;0,12;0,98;0,02;0,06;0,02;0,89;0,95
Carpenter;0,84;0,63;0,73;0,05;0,00;0,96;0,08;0,05;0,04;0,84;0,94
Carpenter;0,68;0,89;0,74;0,06;0,04;0,93;0,09;0,00;0,07;0,94;0,90
Carpenter;0,82;0,75;0,86;0,08;0,05;0,90;0,02;0,05;0,06;0,94;0,99
Carpenter;0,83;0,63;1,00;0,01;0,01;0,90;0,09;0,02;0,02;0,81;0,94
Carpenter;1,00;0,64;0,83;0,06;0,04;0,93;0,01;0,01;0,06;0,82;0,92
Carpenter;0,94;0,93;0,89;0,03;0,09;0,93;0,04;0,03;0,06;0,81;1,00
Carpenter;0,80;0,97;0,89;0,10;0,06;0,94;0,00;0,04;0,04;0,86;0,95
Carpenter;0,65;0,98;0,78;0,03;0,05;0,99;0,02;0,06;0,01;0,98;0,99
Carpenter;0,90;0,73;0,87;0,06;0,08;0,92;0,08;0,04;0,03;0,88;1,00
Carpenter;0,94;0,76;0,93;0,09;0,04;0,96;0,07;0,08;0,07;0,85;0,94
Carpenter;0,74;0,78;0,94;0,01;0,12;0,92;0,03;0,04;0,00;0,83;0,93
Carpenter;0,61;0,89;0,99;0,01;0,05;0,90;0,01;0,02;0,05;0,98;0,91
Carpenter;0,69;0,69;0,76;0,00;0,00;0,96;0,03;0,06;0,02;0,92;0,98
Carpenter;0,76;0,64;0,90;0,02;0,06;0,90;0,09;0,03;0,00;0,93;1,00
Carpenter;0,98;0,84;0,87;0,01;0,02;0,94;0,00;0,00;0,04;0,95;0,98
Carpenter;0,67;0,73;0,78;0,03;0,11;0,93;0,10;0,06;0,03;0,93;0,93
Carpenter;0,87;0,71;0,85;0,09;0,06;1,00;0,01;0,07;0,05;0,83;0,91
Carpenter;0,73;0,91;0,76;0,07;0,01;0,96;0,03;0,07;0,00;0,96;0,98
Carpenter;0,88;0,92;0,90;0,00;0,05;0,98;0,08;0,01;0,01;0,93;0,99
Carpenter;0,64;0,81;0,73;0,00;0,04;0,94;0,05;0,03;0,01;0,90;0,91
Carpenter;0,94;0,65;0,76;0,06;0,01;0,89;0,06;0,01;0,04;0,88;0,97
Carpenter;0,90;0,65;0,98;0,03;0,02;0,89;0,05;0,01;0,00;0,86;0,94
Carpenter;0,62;0,84;0,86;0,03;0,05;0,90;0,07;0,03;0,06;0,94;0,95
Carpenter;0,81;0,96;0,79;0,01;0,07;0,94;0,06;0,01;0,03;0,93;0,92
Carpenter;0,74;0,74;0,78;0,02;0,12;0,94;0,06;0,03;0,00;0,96;0,97
Carpenter;0,94;0,75;0,90;0,05;0,07;0,97;0,10;0,00;0,00;0,83;0,91
Carpenter;0,90;0,61;0,86;0,06;0,06;0,89;0,08;0,07;0,03;0,92;0,91
Carpenter;0,94;0,70;1,00;0,03;0,02;0,95;0,04;0,05;0,03;0,96;0,97
Carpenter;0,90;0,83;0,81;0,04;0,09;0,91;0,10;0,01;0,02;0,91;0,90
Carpenter;0,97;0,94;0,98;0,09;0,09;0,91;0,03;0,07;0,04;0,81;0,97
Carpenter;0,93;0,95;0,78;0,09;0,02;0,89;0,06;0,05;0,03;0,93;0,90
Carpenter;0,86;0,70;0,98;0,01;0,08;0,94;0,07;0,02;0,01;0,90;0,98
Carpenter;0,89;0,64;0,71;0,05;0,01;0,93;0,10;0,06;0,02;0,83;0,98
Carpenter;0,77;0,66;0,71;0,06;0,12;0,94;0,10;0,01;0,06;0,99;0,95
Carpenter;0,81;0,82;0,84;0,03;0,10;0,92;0,08;0,01;0,03;0,94;0,92
Carpenter;0,66;0,85;0,77;0,02;0,11;0,92;0,08;0,05;0,05;0,88;0,95
Carpenter;0,93;0,96;0,74;0,10;0,03;0,89;0,04;0,06;0,03;0,96;0,90
Carpenter;0,94;0,96;0,98;0,03;0,12;0,97;0,01;0,04;0,02;0,90;0,93
Carpenter;0,74;0,99;1,00;0,03;0,01;0,96;0,05;0,01;0,03;0,88;0,90
Carpenter;0,99;0,67;0,86;0,07;0,00;0,99;0,02;0,06;0,01;1,00;0,93
Carpenter;0,96;0,92;0,75;0,05;0,06;1,00;0,10;0,07;0,00;0,84;1,00
Carpenter;0,93;0,68;0,92;0,01;0,05;0,91;0,03;0,04;0,05;0,88;0,96
Carpenter;0,87;0,99;0,78;0,07;0,08;0,95;0,01;0,05;0,00;0,90;0,90
Carpenter;0,87;0,80;0,94;0,08;0,01;0,89;0,08;0,07;0,05;0,89;0,97
Carpenter;0,89;0,87;0,74;0,03;0,10;0,90;0,05;0,02;0,06;0,86;0,91
Carpenter;0,90;0,74;0,77;0,01;0,06;0,89;0,05;0,01;0,06;0,89;0,92
Carpenter;1,00;0,83;0,95;0,09;0,10;0,95;0,06;0,06;0,02;0,85;1,00
Carpenter;0,95;0,96;0,78;0,02;0,00;0,95;0,04;0,00;0,06;0,96;0,91
Carpenter;0,90;0,96;0,93;0,08;0,08;0,94;0,02;0,02;0,04;0,86;0,94
Carpenter;0,96;0,83;0,91;0,01;0,10;0,95;0,01;0,04;0,06;0,82;0,92
Carpenter;0,72;0,97;0,94;0,09;0,02;0,94;0,06;0,07;0,07;0,94;0,94
Carpenter;0,70;0,72;0,92;0,09;0,08;0,99;0,06;0,07;0,05;0,87;0,95
Carpenter;0,88;0,86;0,89;0,03;0,08;0,91;0,01;0,04;0,05;0,84;0,92
Carpenter;0,83;0,81;0,78;0,05;0,10;0,95;0,04;0,06;0,04;0,93;0,93
Carpenter;0,98;1,00;0,75;0,10;0,10;0,98;0,04;0,05;0,00;0,99;0,94
Chambermaid;0,72;1,00;0,95;0,09;0,08;0,89;0,07;0,02;0,03;0,70;0,84
Chambermaid;0,91;0,96;0,98;0,02;0,03;0,92;0,03;0,04;0,04;0,85;0,88
Chambermaid;0,94;0,87;0,94;0,04;0,07;0,97;0,09;0,05;0,01;0,99;0,81
Chambermaid;0,86;0,74;0,86;0,10;0,12;0,91;0,09;0,05;0,00;0,67;0,93
Chambermaid;1,00;0,80;0,82;0,07;0,11;0,98;0,00;0,04;0,01;0,62;0,99
Chambermaid;0,90;0,82;0,90;0,04;0,12;0,97;0,05;0,05;0,00;0,92;1,00
Chambermaid;0,97;0,75;0,95;0,02;0,00;0,98;0,08;0,02;0,02;0,91;0,86
Chambermaid;0,93;1,00;0,95;0,01;0,07;0,90;0,06;0,08;0,00;0,81;0,98
Chambermaid;0,78;0,96;0,97;0,02;0,06;0,97;0,07;0,05;0,01;0,81;0,89
Chambermaid;0,85;0,71;0,83;0,09;0,02;0,98;0,07;0,09;0,04;0,61;0,97
Chambermaid;0,93;0,93;0,61;0,10;0,04;0,94;0,08;0,01;0,01;0,79;0,89
Chambermaid;0,99;0,93;0,77;0,03;0,01;0,98;0,08;0,00;0,01;0,86;0,91
Chambermaid;0,86;0,75;0,87;0,09;0,09;0,94;0,01;0,02;0,02;0,92;0,82
Chambermaid;0,81;0,89;0,99;0,03;0,04;0,91;0,09;0,07;0,02;0,98;0,83
Chambermaid;0,98;0,85;0,94;0,03;0,08;0,90;0,06;0,09;0,02;0,84;0,80
Chambermaid;0,90;0,78;0,82;0,10;0,10;0,91;0,00;0,04;0,00;0,61;0,90
Chambermaid;0,91;0,92;0,74;0,09;0,04;0,98;0,09;0,04;0,03;0,98;0,97
Chambermaid;0,99;0,95;0,88;0,07;0,00;0,89;0,09;0,03;0,01;0,98;0,83
Chambermaid;0,89;0,78;0,99;0,10;0,06;0,96;0,02;0,01;0,03;0,74;0,97
Chambermaid;0,81;0,87;0,94;0,09;0,05;0,98;0,08;0,04;0,03;0,99;0,96
Chambermaid;0,80;0,63;0,70;0,06;0,07;0,91;0,08;0,03;0,01;0,96;0,99
Chambermaid;0,73;0,95;0,70;0,03;0,01;0,96;0,09;0,05;0,01;0,92;0,81
Chambermaid;0,92;0,84;0,92;0,05;0,11;0,93;0,05;0,09;0,00;0,81;0,81
Chambermaid;0,96;0,94;1,00;0,06;0,10;0,91;0,06;0,02;0,03;0,70;0,88
Chambermaid;0,73;0,92;0,98;0,06;0,04;0,97;0,04;0,02;0,04;0,75;0,86
Chambermaid;0,87;0,77;0,66;0,01;0,09;0,96;0,02;0,02;0,02;0,95;0,87
Chambermaid;0,85;0,61;0,71;0,09;0,14;0,92;0,06;0,05;0,04;0,93;0,86
Chambermaid;0,93;0,63;0,61;0,01;0,11;0,99;0,01;0,06;0,04;0,81;0,90
Chambermaid;0,75;0,78;0,86;0,10;0,02;0,93;0,08;0,04;0,03;0,89;0,90
Chambermaid;0,74;0,92;0,72;0,09;0,03;0,96;0,00;0,03;0,00;0,90;0,85
Chambermaid;0,80;0,73;0,97;0,08;0,08;0,97;0,05;0,07;0,00;0,92;0,95
Chambermaid;0,85;0,89;0,72;0,00;0,11;0,89;0,08;0,02;0,04;0,65;0,88
Chambermaid;0,71;0,79;0,96;0,00;0,14;0,96;0,07;0,05;0,01;0,67;0,86
Chambermaid;0,75;0,63;0,88;0,00;0,12;0,92;0,04;0,08;0,01;0,66;1,00
Chambermaid;0,88;0,91;0,96;0,08;0,11;0,89;0,09;0,05;0,04;0,81;0,97
Chambermaid;0,99;0,72;0,97;0,09;0,00;0,96;0,06;0,01;0,04;0,62;0,82
Chambermaid;0,81;0,78;0,73;0,04;0,03;0,90;0,00;0,07;0,03;0,79;0,88
Chambermaid;0,71;0,89;0,98;0,10;0,08;0,90;0,10;0,06;0,00;0,68;0,80
Chambermaid;0,87;1,00;0,82;0,00;0,14;0,96;0,05;0,08;0,02;0,73;0,82
Chambermaid;0,86;0,67;0,96;0,07;0,15;0,92;0,10;0,09;0,02;0,89;0,95
Chambermaid;0,75;0,79;0,92;0,07;0,00;0,95;0,03;0,05;0,03;0,73;0,90
Chambermaid;0,84;0,87;0,97;0,10;0,08;0,99;0,08;0,08;0,01;0,92;0,82
Chambermaid;0,98;0,97;0,78;0,05;0,08;0,99;0,01;0,06;0,00;0,64;0,87
Chambermaid;0,84;0,66;1,00;0,06;0,14;0,96;0,08;0,05;0,04;0,74;0,87
Chambermaid;0,86;0,74;0,94;0,01;0,06;0,90;0,10;0,05;0,00;0,61;0,90
Chambermaid;0,96;0,69;0,62;0,00;0,01;0,97;0,05;0,00;0,03;0,73;0,84
Chambermaid;0,89;0,83;0,65;0,05;0,07;0,89;0,10;0,04;0,01;0,81;0,84
Chambermaid;0,99;0,90;0,72;0,07;0,06;0,90;0,07;0,02;0,01;0,90;0,87
Chambermaid;0,82;0,70;0,61;0,06;0,11;0,93;0,06;0,00;0,04;0,78;0,92
Chambermaid;0,77;0,84;0,92;0,01;0,03;0,99;0,09;0,02;0,01;0,76;0,98
Chambermaid;0,98;0,83;0,66;0,05;0,10;0,95;0,08;0,08;0,01;0,94;0,87
Chambermaid;0,92;0,61;0,78;0,05;0,03;0,90;0,09;0,09;0,04;0,86;0,93
Chambermaid;0,89;0,76;0,68;0,03;0,09;0,96;0,04;0,06;0,01;0,81;0,90
Chambermaid;0,92;0,92;0,85;0,08;0,09;0,97;0,00;0,01;0,03;0,67;0,99
Chambermaid;0,84;0,61;0,79;0,00;0,14;0,94;0,07;0,06;0,01;0,88;0,98
Chambermaid;0,93;0,74;0,85;0,07;0,01;0,93;0,10;0,01;0,03;0,83;0,83
Chambermaid;0,91;0,92;0,66;0,02;0,00;0,99;0,03;0,05;0,02;0,84;0,83
Chambermaid;0,76;0,70;0,62;0,08;0,03;0,89;0,03;0,00;0,04;0,90;0,80
Chambermaid;0,77;0,64;0,65;0,03;0,03;0,97;0,04;0,02;0,03;0,98;0,84
Chambermaid;0,83;0,62;0,93;0,02;0,13;0,90;0,02;0,05;0,01;0,97;0,93
Chambermaid;0,79;0,97;0,70;0,01;0,08;0,94;0,10;0,00;0,01;0,93;0,97
Chambermaid;0,78;0,97;0,84;0,02;0,00;0,92;0,09;0,07;0,04;0,82;0,83
Chambermaid;0,98;0,75;0,87;0,09;0,02;0,93;0,09;0,01;0,01;0,75;0,81
Chambermaid;0,97;0,84;0,87;0,01;0,14;0,97;0,06;0,00;0,04;0,83;0,86
Chambermaid;0,81;0,81;0,69;0,02;0,09;0,95;0,04;0,06;0,00;0,95;0,96
Chambermaid;0,91;0,93;0,72;0,07;0,01;0,99;0,03;0,00;0,03;0,66;0,86
Chambermaid;0,80;1,00;0,80;0,04;0,07;0,98;0,09;0,03;0,02;0,77;0,97
Chambermaid;0,89;0,84;0,67;0,02;0,05;0,91;0,08;0,05;0,02;0,95;0,87
Chambermaid;0,73;0,64;0,86;0,02;0,03;0,97;0,01;0,03;0,02;0,65;0,95
Chambermaid;0,82;0,72;0,67;0,05;0,02;0,96;0,01;0,02;0,04;0,64;0,97
Chambermaid;0,73;0,76;0,66;0,07;0,12;0,90;0,01;0,07;0,02;0,61;0,84
Chambermaid;0,91;0,89;0,67;0,03;0,14;0,99;0,06;0,02;0,00;0,91;0,90
Chambermaid;0,74;0,94;0,61;0,07;0,07;0,90;0,09;0,00;0,02;0,65;0,96
Chambermaid;0,80;0,62;0,99;0,07;0,09;0,93;0,00;0,04;0,02;0,66;0,84
Chambermaid;0,73;0,98;0,89;0,02;0,02;0,96;0,02;0,03;0,04;0,79;0,96
Chambermaid;0,72;0,62;0,71;0,10;0,08;0,90;0,10;0,09;0,03;0,89;0,82
Chambermaid;0,71;0,93;0,68;0,04;0,08;0,90;0,07;0,07;0,03;0,84;0,97
Chambermaid;0,83;0,92;0,90;0,00;0,01;0,99;0,06;0,02;0,00;0,83;0,84
Chambermaid;0,78;0,68;0,94;0,01;0,05;0,94;0,02;0,03;0,03;0,66;0,92
Chambermaid;0,96;0,79;0,99;0,09;0,15;0,95;0,02;0,00;0,02;0,67;0,83
Chambermaid;0,86;0,82;0,70;0,00;0,13;0,92;0,02;0,07;0,04;0,68;0,94
Chambermaid;0,93;0,61;0,67;0,02;0,13;0,99;0,04;0,00;0,01;0,76;1,00
Chambermaid;0,76;0,85;0,77;0,04;0,11;0,93;0,06;0,08;0,03;0,94;0,94
Chambermaid;0,86;0,69;0,87;0,07;0,09;0,95;0,01;0,03;0,03;0,94;0,98
Chambermaid;0,96;0,92;0,65;0,04;0,06;0,92;0,10;0,01;0,01;0,93;0,88
Chambermaid;0,76;0,75;0,83;0,03;0,07;0,95;0,03;0,03;0,00;0,91;0,92
Chambermaid;0,75;0,96;0,92;0,01;0,01;0,96;0,07;0,05;0,03;0,83;0,82
Chambermaid;0,83;0,96;0,68;0,01;0,11;0,99;0,04;0,03;0,02;0,64;0,92
Chambermaid;0,83;0,81;0,91;0,09;0,07;0,89;0,08;0,07;0,01;0,64;0,90
Chambermaid;0,83;0,64;0,99;0,00;0,11;0,93;0,07;0,04;0,04;0,91;0,83
Chambermaid;0,80;0,82;0,69;0,02;0,13;0,95;0,09;0,02;0,01;0,77;0,99
Chambermaid;0,71;0,92;0,98;0,09;0,08;0,94;0,05;0,00;0,02;0,65;0,94
Chambermaid;0,75;0,82;0,75;0,04;0,00;0,94;0,10;0,08;0,04;0,83;0,96
Chambermaid;0,97;1,00;0,85;0,03;0,14;0,89;0,05;0,04;0,02;0,80;0,98
Chambermaid;0,79;0,78;0,99;0,07;0,06;0,95;0,09;0,03;0,01;0,70;0,80
Chambermaid;0,72;1,00;0,89;0,01;0,13;0,89;0,10;0,07;0,03;0,87;0,87
Chambermaid;0,74;0,72;0,85;0,02;0,06;0,96;0,10;0,01;0,04;0,60;0,84
Chambermaid;0,90;0,90;0,64;0,10;0,04;0,92;0,05;0,07;0,04;0,80;0,92
Chambermaid;0,73;0,86;0,97;0,04;0,06;0,98;0,09;0,00;0,01;0,72;0,98
Chambermaid;0,91;0,62;0,85;0,06;0,04;0,98;0,07;0,04;0,03;0,96;0,99
Chambermaid;0,94;0,63;0,97;0,02;0,04;0,98;0,10;0,01;0,01;0,74;0,87
Chambermaid;0,88;0,66;0,74;0,03;0,10;0,98;0,07;0,08;0,00;0,64;0,88
Chambermaid;0,98;0,67;0,96;0,09;0,03;0,98;0,09;0,04;0,03;0,63;0,97
Chambermaid;0,98;0,64;0,91;0,02;0,12;0,94;0,08;0,02;0,03;0,89;0,97
Chambermaid;0,84;0,67;0,74;0,05;0,06;0,90;0,00;0,05;0,01;0,76;0,94
Chambermaid;0,98;0,77;0,83;0,09;0,01;0,98;0,10;0,05;0,03;0,67;0,95
Chambermaid;0,78;0,87;0,88;0,00;0,04;0,96;0,09;0,03;0,01;0,94;1,00
Chambermaid;0,99;0,89;0,94;0,00;0,12;0,92;0,07;0,04;0,04;0,62;0,89
Chambermaid;0,80;0,84;0,62;0,10;0,14;0,97;0,08;0,08;0,02;0,95;0,82
Chambermaid;0,88;0,84;0,62;0,06;0,07;0,89;0,00;0,06;0,02;0,72;0,93
Chambermaid;0,78;0,95;0,74;0,09;0,08;0,99;0,00;0,02;0,01;0,81;0,88
Chambermaid;0,76;0,93;0,63;0,03;0,15;0,89;0,10;0,09;0,04;0,98;0,92
Chambermaid;0,83;0,63;0,89;0,04;0,13;0,94;0,07;0,05;0,02;0,64;1,00
Chambermaid;0,86;0,77;0,74;0,02;0,14;0,95;0,08;0,07;0,02;0,92;0,87
Chambermaid;0,87;0,93;0,78;0,08;0,04;0,92;0,03;0,00;0,03;0,60;0,99
Chambermaid;0,96;0,82;0,61;0,06;0,03;0,91;0,06;0,06;0,02;0,80;0,99
Chambermaid;0,72;0,70;0,89;0,10;0,11;0,98;0,04;0,03;0,01;0,94;0,99
Chambermaid;0,87;0,73;0,66;0,08;0,08;0,96;0,06;0,05;0,04;0,79;0,94
Chambermaid;0,77;0,77;0,94;0,03;0,05;0,95;0,08;0,05;0,04;0,94;1,00
Chambermaid;0,96;0,83;0,93;0,02;0,06;0,93;0,02;0,00;0,04;0,72;0,88
Chambermaid;0,83;0,99;0,68;0,08;0,09;0,98;0,07;0,00;0,04;0,80;0,83
Chambermaid;0,91;1,00;0,87;0,10;0,05;0,91;0,07;0,06;0,04;0,83;0,98
Chambermaid;0,78;0,68;0,66;0,07;0,14;0,91;0,01;0,09;0,01;0,86;0,94
Chambermaid;0,71;0,94;0,87;0,10;0,00;0,94;0,08;0,02;0,01;0,90;0,92
Chambermaid;0,97;0,73;0,63;0,05;0,05;0,92;0,00;0,09;0,03;0,69;0,91
Chambermaid;0,78;0,74;0,94;0,08;0,12;0,89;0,02;0,05;0,04;0,71;0,90
Chambermaid;0,80;0,77;0,98;0,04;0,06;0,90;0,09;0,09;0,01;0,61;0,90
Chambermaid;0,91;0,87;0,91;0,01;0,12;0,90;0,01;0,01;0,01;0,80;0,87
Chambermaid;0,92;0,69;0,80;0,05;0,15;0,96;0,03;0,03;0,03;0,84;0,94
Chambermaid;0,75;0,68;0,72;0,08;0,10;0,92;0,01;0,09;0,00;0,79;0,95
